antecedente;consequente;suporte;confiança;pto médio ant.;pto médio cons.
[13, 2, 5];[8, 10];2;1.0;"[-0.514  0.354  0.495 -0.049 -0.036  0.174  0.086 -0.116 -0.093  0.153
  0.039]";"[-0.747  0.363  0.251 -0.539  0.154 -0.077  0.044 -0.009  0.028 -0.187
  0.012]"
[2, 5, 10];[8, 13];2;1.0;"[-0.85   0.235  0.446  0.087  0.141  0.154 -0.022  0.056 -0.043  0.072
 -0.013]";"[-0.243  0.542  0.326 -0.744 -0.112 -0.046  0.207 -0.267 -0.048 -0.065
  0.089]"
[2, 8, 5];[10, 13];2;1.0;"[-0.973  0.143  0.215 -0.153  0.103  0.032 -0.136 -0.05  -0.054  0.024
  0.072]";"[-0.059  0.679  0.671 -0.385 -0.054  0.135  0.377 -0.108 -0.032  0.007
 -0.039]"
[13, 10];[2, 5, 8];2;1.0;"[-0.059  0.679  0.671 -0.385 -0.054  0.135  0.377 -0.108 -0.032  0.007
 -0.039]";"[-0.973  0.143  0.215 -0.153  0.103  0.032 -0.136 -0.05  -0.054  0.024
  0.072]"
[13, 8];[2, 5, 10];2;0.6666666666666666;"[-0.243  0.542  0.326 -0.744 -0.112 -0.046  0.207 -0.267 -0.048 -0.065
  0.089]";"[-0.85   0.235  0.446  0.087  0.141  0.154 -0.022  0.056 -0.043  0.072
 -0.013]"
[8, 10];[2, 5, 13];2;1.0;"[-0.747  0.363  0.251 -0.539  0.154 -0.077  0.044 -0.009  0.028 -0.187
  0.012]";"[-0.514  0.354  0.495 -0.049 -0.036  0.174  0.086 -0.116 -0.093  0.153
  0.039]"
[13, 5];[2, 8, 10];2;1.0;"[-0.134  0.646  0.757 -0.183 -0.128  0.218  0.127 -0.122 -0.06   0.145
  0.058]";"[-0.923  0.165  0.158 -0.287  0.152 -0.023  0.031 -0.041 -0.035 -0.068
  0.008]"
[5, 10];[2, 8, 13];2;1.0;"[-0.637  0.467  0.683  0.022  0.138  0.188 -0.036  0.136  0.015  0.023
 -0.019]";"[-0.587  0.284  0.208 -0.424 -0.025 -0.003  0.139 -0.212 -0.085  0.013
  0.059]"
[8, 5];[2, 10, 13];2;1.0;"[-0.821  0.331  0.337 -0.338  0.08   0.006 -0.207 -0.023 -0.001 -0.049
  0.109]";"[-0.465  0.376  0.438 -0.184  0.014  0.119  0.253 -0.106 -0.074  0.061
 -0.026]"
[13, 2];[5, 8, 10];2;1.0;"[-0.416  0.313  0.359 -0.186 -0.085  0.125  0.273 -0.234 -0.133  0.149
  0.019]";"[-0.735  0.387  0.424 -0.285  0.124  0.039 -0.066  0.035  0.014 -0.071
  0.034]"
[2, 10];[5, 8, 13];2;1.0;"[-0.919  0.134  0.284  0.019  0.18   0.095  0.11   0.023 -0.058  0.028
 -0.058]";"[-0.399  0.507  0.473 -0.422 -0.053  0.059  0.042 -0.137 -0.036  0.01
  0.086]"
[2, 8];[5, 10, 13];2;0.5;"[-1.103 -0.002 -0.061 -0.341  0.122 -0.087 -0.061 -0.136 -0.074 -0.045
  0.069]";"[-0.277  0.598  0.704 -0.182 -0.015  0.18   0.156 -0.031 -0.026  0.058
  0.   ]"
[2, 5];[8, 10, 13];2;0.6666666666666666;"[-0.994  0.102  0.37   0.221  0.106  0.178 -0.141  0.009 -0.086  0.165
  0.039]";"[-0.35   0.528  0.416 -0.556 -0.004  0.004  0.209 -0.128 -0.017 -0.081
  0.021]"
[13];[2, 5, 8, 10];2;0.2222222222222222;"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[-0.87   0.233  0.311 -0.159  0.13   0.051 -0.048  0.    -0.029 -0.011
  0.025]"
[10];[2, 5, 8, 13];2;1.0;"[-0.563  0.5    0.597 -0.18   0.212  0.105  0.214  0.149  0.044 -0.114
 -0.116]";"[-0.618  0.322  0.348 -0.262 -0.003  0.066  0.033 -0.129 -0.067  0.05
  0.064]"
[8];[2, 5, 10, 13];2;0.4;"[-0.931  0.227 -0.094 -0.899  0.096 -0.259 -0.127 -0.168  0.012 -0.259
  0.14 ]";"[-0.527  0.39   0.521 -0.082  0.026  0.157  0.118 -0.049 -0.059  0.086
  0.   ]"
[5];[2, 8, 10, 13];2;0.6666666666666666;"[-0.712  0.435  0.769  0.224  0.064  0.271 -0.286  0.122 -0.013  0.161
  0.078]";"[-0.581  0.338  0.305 -0.363  0.034  0.024  0.158 -0.122 -0.053 -0.019
  0.015]"
[2];[5, 8, 10, 13];2;0.3333333333333333;"[-1.276e+00 -2.310e-01 -2.800e-02  2.180e-01  1.480e-01  8.500e-02
  5.000e-03 -1.030e-01 -1.590e-01  1.690e-01 -1.000e-03]";"[-0.44   0.505  0.504 -0.361  0.013  0.071  0.085 -0.065 -0.016 -0.021
  0.035]"
[12, 6, 13, 9];[3];3;0.75;"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]";"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]"
[12, 13, 9, 3];[6];3;1.0;"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]"
[12, 6, 13, 3];[9];3;1.0;"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]"
[6, 13, 9, 3];[12];3;1.0;"[ 0.752 -0.052  0.693 -0.16  -0.233 -0.059  0.104 -0.029 -0.035 -0.003
 -0.021]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 6, 9, 3];[13];3;0.75;"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]"
[12, 13, 9];[3, 6];3;0.75;"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]";"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]"
[12, 6, 13];[3, 9];3;0.6;"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]";"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]"
[6, 13, 9];[3, 12];3;0.75;"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]"
[12, 6, 9];[3, 13];3;0.6;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]"
[12, 13, 3];[6, 9];3;1.0;"[ 0.567 -0.147  0.61   0.062 -0.016 -0.144  0.265 -0.131 -0.033  0.029
  0.076]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]"
[13, 9, 3];[6, 12];3;1.0;"[ 0.577 -0.146  0.914 -0.141 -0.261 -0.05   0.14  -0.074 -0.1    0.052
 -0.028]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]"
[12, 9, 3];[6, 13];3;0.75;"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]"
[6, 13, 3];[9, 12];3;1.0;"[ 0.782  0.16   0.554 -0.299 -0.223 -0.109  0.262  0.012 -0.035 -0.047
  0.031]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]"
[12, 6, 3];[9, 13];3;0.75;"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]";"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]"
[6, 9, 3];[12, 13];3;0.75;"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]"
[12, 13];[3, 6, 9];3;0.6;"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]"
[13, 9];[3, 6, 12];3;0.75;"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]"
[12, 9];[3, 6, 13];3;0.5;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.782  0.16   0.554 -0.299 -0.223 -0.109  0.262  0.012 -0.035 -0.047
  0.031]"
[6, 13];[3, 9, 12];3;0.42857142857142855;"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]"
[12, 6];[3, 9, 13];3;0.42857142857142855;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.577 -0.146  0.914 -0.141 -0.261 -0.05   0.14  -0.074 -0.1    0.052
 -0.028]"
[6, 9];[3, 12, 13];3;0.6;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.567 -0.147  0.61   0.062 -0.016 -0.144  0.265 -0.131 -0.033  0.029
  0.076]"
[13, 3];[6, 9, 12];3;1.0;"[ 0.536  0.124  0.816 -0.34  -0.26  -0.121  0.396 -0.033 -0.132  0.014
  0.046]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 3];[6, 9, 13];3;0.75;"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]"
[9, 3];[6, 12, 13];3;0.75;"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]"
[6, 3];[9, 12, 13];3;0.75;"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]"
[13];[3, 6, 9, 12];3;0.3333333333333333;"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]";"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]"
[12];[3, 6, 9, 13];3;0.3;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.752 -0.052  0.693 -0.16  -0.233 -0.059  0.104 -0.029 -0.035 -0.003
 -0.021]"
[9];[3, 6, 12, 13];3;0.5;"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.744 -0.053  0.465 -0.008 -0.049 -0.129  0.198 -0.072  0.015 -0.021
  0.057]"
[6];[3, 9, 12, 13];3;0.3333333333333333;"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.591 -0.282  0.735  0.111 -0.078 -0.085  0.106 -0.137 -0.034  0.054
  0.013]"
[3];[6, 9, 12, 13];3;0.75;"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]";"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]"
[12, 6, 9, 16];[3];2;0.6666666666666666;"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]";"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]"
[12, 9, 16, 3];[6];2;1.0;"[ 0.606 -0.659  0.537  0.111  0.133  0.088 -0.031 -0.038 -0.064  0.005
  0.01 ]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]"
[12, 6, 16, 3];[9];2;1.0;"[ 0.76  -0.43   0.266 -0.007  0.162  0.044  0.06   0.026 -0.015 -0.07
  0.054]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]"
[6, 9, 16, 3];[12];2;1.0;"[ 0.768 -0.429  0.494 -0.16  -0.021  0.114 -0.034  0.069 -0.065 -0.052
 -0.024]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 6, 9, 3];[16];2;0.5;"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]"
[12, 9, 16];[3, 6];2;0.6666666666666666;"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]";"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]"
[12, 6, 16];[3, 9];2;0.6666666666666666;"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]";"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]"
[6, 9, 16];[3, 12];2;0.6666666666666666;"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]";"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]"
[12, 6, 9];[3, 16];2;0.4;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.567 -0.631  0.419 -0.339  0.163  0.224  0.121  0.163 -0.193 -0.084
  0.041]"
[12, 16, 3];[6, 9];2;1.0;"[ 0.588 -0.65   0.345  0.063  0.265  0.087  0.082  0.    -0.074 -0.037
  0.072]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]"
[9, 16, 3];[6, 12];2;1.0;"[ 0.598 -0.649  0.65  -0.141  0.021  0.181 -0.043  0.058 -0.14  -0.013
 -0.032]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]"
[12, 9, 3];[6, 16];2;0.5;"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]"
[6, 16, 3];[9, 12];2;1.0;"[ 0.803 -0.343  0.289 -0.299  0.059  0.121  0.079  0.143 -0.076 -0.113
  0.027]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]"
[12, 6, 3];[9, 16];2;0.5;"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]";"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]"
[6, 9, 3];[12, 16];2;0.5;"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]";"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]"
[12, 16];[3, 6, 9];2;0.5;"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";"[ 0.854 -0.355  0.675 -0.017 -0.204 -0.134 -0.042  0.083 -0.011 -0.047
 -0.04 ]"
[9, 16];[3, 6, 12];2;0.6666666666666666;"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]";"[ 0.844 -0.356  0.371  0.186  0.041 -0.228  0.083  0.026  0.056 -0.07
  0.064]"
[12, 9];[3, 6, 16];2;0.3333333333333333;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.803 -0.343  0.289 -0.299  0.059  0.121  0.079  0.143 -0.076 -0.113
  0.027]"
[6, 16];[3, 9, 12];2;0.5;"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.639 -0.662  0.732  0.345  0.003 -0.168 -0.039 -0.06  -0.009  0.029
  0.004]"
[12, 6];[3, 9, 16];2;0.2857142857142857;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.598 -0.649  0.65  -0.141  0.021  0.181 -0.043  0.058 -0.14  -0.013
 -0.032]"
[6, 9];[3, 12, 16];2;0.4;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.588 -0.65   0.345  0.063  0.265  0.087  0.082  0.    -0.074 -0.037
  0.072]"
[16, 3];[6, 9, 12];2;1.0;"[ 0.567 -0.631  0.419 -0.339  0.163  0.224  0.121  0.163 -0.193 -0.084
  0.041]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 3];[6, 9, 16];2;0.5;"[ 0.629 -0.65   0.543  0.388  0.135 -0.299  0.128 -0.013  0.004 -0.021
  0.095]";"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]"
[9, 3];[6, 12, 16];2;0.5;"[ 0.644 -0.649  0.999  0.083 -0.231 -0.158 -0.06   0.072 -0.096  0.014
 -0.061]";"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]"
[6, 3];[9, 12, 16];2;0.5;"[ 0.951 -0.19   0.458 -0.154 -0.174 -0.247  0.123  0.201  0.001 -0.135
  0.028]";"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]"
[16];[3, 6, 9, 12];2;0.4;"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]";"[ 0.798 -0.439  0.556  0.204 -0.035 -0.148 -0.03  -0.019  0.033 -0.021
  0.004]"
[12];[3, 6, 9, 16];2;0.2;"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]";"[ 0.768 -0.429  0.494 -0.16  -0.021  0.114 -0.034  0.069 -0.065 -0.052
 -0.024]"
[9];[3, 6, 12, 16];2;0.3333333333333333;"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]";"[ 0.76  -0.43   0.266 -0.007  0.162  0.044  0.06   0.026 -0.015 -0.07
  0.054]"
[6];[3, 9, 12, 16];2;0.2222222222222222;"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]";"[ 0.606 -0.659  0.537  0.111  0.133  0.088 -0.031 -0.038 -0.064  0.005
  0.01 ]"
[3];[6, 9, 12, 16];2;0.5;"[ 0.627 -0.611  0.887 -0.09  -0.2   -0.409  0.251  0.299 -0.157 -0.1
  0.054]";"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]"
[12, 13, 9, 16];[6];2;1.0;"[ 0.561 -0.292  0.502 -0.013  0.103  0.232  0.041 -0.204 -0.052  0.062
  0.006]";"[ 1.276e+00  2.310e-01  2.800e-02 -2.180e-01 -1.480e-01 -8.500e-02
 -5.000e-03  1.030e-01  1.590e-01 -1.690e-01  1.000e-03]"
[12, 6, 13, 16];[9];2;1.0;"[ 0.715 -0.063  0.231 -0.132  0.132  0.187  0.133 -0.14  -0.003 -0.013
  0.05 ]";"[ 0.66  -0.687  1.111  0.257 -0.263  0.093 -0.372 -0.154 -0.035  0.129
 -0.176]"
[6, 13, 9, 16];[12];2;1.0;"[ 0.722 -0.062  0.459 -0.285 -0.051  0.258  0.039 -0.097 -0.053  0.005
 -0.027]";"[ 0.631 -0.689  0.199  0.867  0.471 -0.189  0.004 -0.326  0.165  0.059
  0.135]"
[12, 6, 9, 16];[13];2;0.6666666666666666;"[ 0.769 -0.449  0.322  0.08   0.146  0.169 -0.095 -0.087  0.015 -0.013
 -0.003]";"[ 0.445  0.858  0.745 -0.59  -0.319  0.166  0.54  -0.365 -0.107  0.129
  0.039]"
[12, 6, 13, 9];[16];2;0.5;"[ 0.753 -0.072  0.521  0.079 -0.065 -0.004  0.042 -0.186  0.045  0.037
 -0.   ]";"[ 0.508 -0.65  -0.049 -0.588  0.525  0.858 -0.009  0.028 -0.229 -0.069
  0.027]"
[12, 13, 16];[6, 9];2;1.0;"[ 0.528 -0.16   0.298 -0.104  0.226  0.278  0.178 -0.221 -0.057  0.04
  0.067]";"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]"
[13, 9, 16];[6, 12];2;1.0;"[ 0.537 -0.16   0.603 -0.307 -0.019  0.372  0.053 -0.164 -0.124  0.063
 -0.037]";"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]"
[12, 9, 16];[6, 13];2;0.6666666666666666;"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]";"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]"
[12, 13, 9];[6, 16];2;0.5;"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]";"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]"
[6, 13, 16];[9, 12];2;0.6666666666666666;"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]";"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]"
[12, 6, 16];[9, 13];2;0.6666666666666666;"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]";"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]"
[12, 6, 13];[9, 16];2;0.4;"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]";"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]"
[6, 9, 16];[12, 13];2;0.6666666666666666;"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]";"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]"
[6, 13, 9];[12, 16];2;0.5;"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]";"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]"
[12, 6, 9];[13, 16];2;0.4;"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]";"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]"
[13, 16];[6, 9, 12];2;0.6666666666666666;"[ 0.476  0.104  0.348 -0.589  0.103  0.512  0.266 -0.169 -0.168  0.03
  0.033]";"[ 0.856 -0.381  0.446  0.302  0.02  -0.061 -0.124 -0.126  0.096  0.006
 -0.013]"
[12, 16];[6, 9, 13];2;0.5;"[ 0.569 -0.67   0.075  0.14   0.498  0.334 -0.002 -0.149 -0.032 -0.005
  0.081]";"[ 0.794  0.134  0.628 -0.183 -0.244  0.058  0.055 -0.139  0.006  0.029
 -0.046]"
[12, 13];[6, 9, 16];2;0.4;"[ 0.538  0.084  0.472  0.139  0.076 -0.012  0.272 -0.346  0.029  0.094
  0.087]";"[ 0.815 -0.369  0.363 -0.183  0.038  0.288 -0.129 -0.008 -0.035 -0.036
 -0.049]"
[9, 16];[6, 12, 13];2;0.6666666666666666;"[ 0.584 -0.669  0.531 -0.166  0.131  0.475 -0.191 -0.063 -0.132  0.03
 -0.075]";"[ 0.784  0.133  0.324  0.02   0.001 -0.036  0.18  -0.196  0.072  0.006
  0.058]"
[13, 9];[6, 12, 16];2;0.5;"[ 0.552  0.086  0.928 -0.166 -0.291  0.129  0.084 -0.26  -0.071  0.129
 -0.069]";"[ 0.805 -0.369  0.059  0.02   0.282  0.195 -0.003 -0.065  0.032 -0.06
  0.054]"
[12, 9];[6, 13, 16];2;0.3333333333333333;"[ 0.645 -0.688  0.655  0.562  0.104 -0.048 -0.184 -0.24   0.065  0.094
 -0.021]";"[ 0.743  0.146  0.242 -0.465  0.019  0.313  0.175 -0.078 -0.059 -0.036
  0.022]"
[6, 16];[9, 12, 13];2;0.5;"[ 0.892 -0.209 -0.01  -0.403  0.188  0.386 -0.007  0.066 -0.035 -0.119
  0.014]";"[ 0.578 -0.173  0.685  0.178 -0.037  0.023  0.058 -0.282  0.007  0.105
 -0.001]"
[6, 13];[9, 12, 16];2;0.2857142857142857;"[ 0.86   0.545  0.387 -0.404 -0.234  0.04   0.268 -0.131  0.026 -0.02
  0.02 ]";"[ 0.599 -0.675  0.42   0.179  0.244  0.254 -0.126 -0.151 -0.033  0.04
 -0.005]"
[12, 6];[9, 13, 16];2;0.2857142857142857;"[ 0.953 -0.229  0.113  0.325  0.161 -0.137 -0.    -0.111  0.162 -0.055
  0.068]";"[ 0.537 -0.16   0.603 -0.307 -0.019  0.372  0.053 -0.164 -0.124  0.063
 -0.037]"
[6, 9];[12, 13, 16];2;0.4;"[ 0.968 -0.228  0.57   0.02  -0.206  0.004 -0.188 -0.026  0.062 -0.02
 -0.088]";"[ 0.528 -0.16   0.298 -0.104  0.226  0.278  0.178 -0.221 -0.057  0.04
  0.067]"
